,Period,Time,grid_node,Domestic_electricity,SolarGains
521,1,9,21,0.885519915439579,0.0973867208174775
522,1,9,23,15.180879859846222,2.585595874571431
523,1,9,25,62.2157268956463,0.249992157561073
524,1,9,28,69.87918832129606,2.859188844018588
525,1,9,33,18.828538283321798,0.7629181633199644
526,1,9,34,12.576430084687576,0.3494009923806634
527,1,9,36,50.86859693012815,0.6177833288365081
528,1,9,37,105.11453646806436,20.646710857893883
529,1,9,41,1.49669631146586,0.130656130307556
530,1,9,42,59.03178031627144,4.112957897495169
531,1,9,44,23.496487200935736,3.8641328114886497
532,1,9,46,22.382272480150185,4.523132779632103
533,1,9,47,0.5980640621846385,0.0686640511392648
534,1,9,49,29.8420476354098,1.29022287658028
535,1,9,50,20.20512489679909,0.7376627312121127
536,1,9,51,6.38788536127564,0.915687854743707
537,1,9,54,82.59865020907009,1.195856134626402
538,1,9,55,60.25927400641026,6.70023259405149
539,1,9,56,2.42031949349062,0.468805651696218
540,1,9,57,18.833160486662262,0.46842630185186196
541,1,9,58,8.741005807700438,0.6130411288401281
542,1,9,59,20.368702787432447,1.8957316579689738
543,1,9,60,96.74223832614592,1.797747017671199
544,1,9,62,9.110044398074631,0.2541733161810899
545,1,9,63,11.24321603370606,0.453018050276219
546,1,9,66,52.443471921042544,26.470305267216958
547,1,9,68,49.659573196207894,8.803147127935416
548,1,9,69,3.909395151639451,0.6779728846849135
549,1,9,71,11.0672878427004,10.7414299614808
550,1,9,72,27.097513773621838,0.9031576707876311
551,1,9,76,24.705051475901012,2.499276032796112
552,1,9,81,104.875479858485,24.6245082470924
553,1,9,104,0.640134878631021,0.0484929005512111
554,1,9,110,64.4207687480297,12.20683351325094
555,1,9,111,127.949845813668,19.4237759985089
556,1,9,113,38.84144383257453,5.612157066356703
557,1,9,114,14.8755152748542,1.92217171817173
558,1,9,119,1.583840485082616,0.2938240153356364
559,1,9,121,165.08245477492653,2.356224125995306
560,1,9,123,252.42194199898762,1.8724342878824531
561,1,9,125,34.592904938256,0.5227042729572831
562,1,9,126,240.3560559261033,4.461167173531066
563,1,9,133,41.7678510221309,6.43298828850784
564,1,9,135,12.366796202885961,0.827634770530063
565,1,9,136,142.3591764661462,3.54355551289598
566,1,9,137,2.0973519970453354,0.252425427569338
567,1,9,142,1.24673888266708,0.148227853231272
568,1,9,149,53.91640924636281,1.4197272316129907
569,1,9,159,3.13086079103246,0.553554651887437
570,1,9,160,16.970592058964,0.205504924768792
571,1,9,166,46.28369361980749,2.0458468043007043
572,1,9,178,50.2615550404001,1.74084641758804
573,1,9,183,127.525172954453,0.811177690109461
574,1,9,185,223.16016749438216,2.137025359719468
575,1,9,189,21.99348104513421,0.2989996400178557
576,1,10,0,6.45726673606426,1.04867707327673
