,osmid,longitude,latitude,el_dmd,lv_grid,consumers,label,source,voltage,trafo,moved_from_water,cluster_area,grid_id,r,g,b,size,geometry
170,111,6.629342056721502,46.52113273689403,0.07490587643033532,-1,True,intersect_36,false,0.9969763533555658,,,,632_0,255,0,0,3.745293821516766,POINT (6.629342 46.521133)
171,112,6.6291482128544725,46.52117048795287,0.1796164973927871,-1,True,intersect_37,false,0.9969499230625773,,,,632_0,255,0,0,8.980824869639354,POINT (6.629148 46.52117)
172,113,6.629586606590342,46.52108511030318,0,-1,False,277945211,false,0.9970115586324466,,,,632_0,255,0,0,0,POINT (6.629587 46.521085)
173,114,6.628775306589393,46.52124311030341,0,-1,False,5319971375,false,0.9969058882370307,,,,632_0,255,0,0,0,POINT (6.628775 46.521243)
174,115,6.629653306590422,46.52107251030315,0.15889871716110412,-1,True,intersect_96,false,0.9970185258812785,,,,632_0,255,0,0,7.9449358580552065,POINT (6.629653 46.521073)
175,117,6.6286678065893145,46.52102341030332,0.2360890032776486,5586-28_0_4,True,5319971373,false,0.996898123844998,,,,632_0,255,0,0,11.804450163882429,POINT (6.628668 46.521023)
176,118,6.62838803895527,46.52132945097033,0.19585220674222822,-1,True,intersect_38,false,0.9968690328972786,,,,632_0,255,0,0,9.79261033711141,POINT (6.628388 46.521329)
177,189,6.628001706588531,46.52117601030354,0,-1,False,9601836987,false,0.9968207042552608,,,,632_0,255,0,0,0,POINT (6.628002 46.521176)
178,195,6.627666206588136,46.52125281030364,0,-1,False,3578313013,false,0.9967954671647761,,,,632_0,255,0,0,0,POINT (6.627666 46.521253)
179,121,6.62692920658722,46.52166781030403,0,-1,False,1577380106,false,0.9967171306466641,,,,632_0,255,0,0,0,POINT (6.626929 46.521668)
180,123,6.627240806587587,46.52159481030393,0,-1,False,5319971361,false,0.9967322715899851,,,,632_0,255,0,0,0,POINT (6.627241 46.521595)
181,188,6.627773306588215,46.52147101030373,0.2582833137127583,5586-24_0_5,True,3578313011,false,0.9967716284219259,,,,632_0,255,0,0,12.914165685637915,POINT (6.627773 46.521471)
182,125,6.625377906585326,46.522356310304595,0.07166253991779754,-1,True,intersect_41,false,0.9999880376006748,,,,632_0,255,0,0,3.5831269958898773,POINT (6.625378 46.522356)
183,126,6.625423106585381,46.52234501030465,0,-1,False,387423493,false,0.9999883738909193,,,,632_0,255,0,0,0,POINT (6.625423 46.522345)
184,134,6.620109206579252,46.52293431030605,0.1212519606650143,5586-137_0_2,True,2303792185,false,0.9988783972558813,,,,632_0,255,0,0,6.062598033250715,POINT (6.620109 46.522934)
185,142,6.625249948897659,46.52307576884044,0.23912946273281083,-1,True,intersect_51,false,0.9948858198851454,,,,632_0,255,0,0,11.956473136640541,POINT (6.62525 46.523076)
186,143,6.625269906585066,46.52306981030499,0,-1,False,598694443,false,0.9948863301300548,,,,632_0,255,0,0,0,POINT (6.62527 46.52307)
187,144,6.625337306585122,46.52317651030504,0.13698554551221312,-1,True,intersect_53,false,0.9948902864716319,,,,632_0,255,0,0,6.849277275610656,POINT (6.625337 46.523177)
188,145,6.625506306585323,46.52312611030499,0,-1,False,598694449,false,0.9948970788365455,,,,632_0,255,0,0,0,POINT (6.625506 46.523126)
189,154,6.62107030658081,46.52056311030465,0,-1,False,595249273,false,0.9990258617907558,,,,632_0,255,0,0,0,POINT (6.62107 46.520563)
190,174,6.628356565061919,46.52184605128032,0.07882666580783117,-1,True,intersect_80,false,0.9955060315052653,,,,632_0,255,0,0,3.9413332903915586,POINT (6.628357 46.521846)
191,175,6.628220506588639,46.52188041030382,0,-1,False,5319971358,false,0.9955071510200878,,,,632_0,255,0,0,0,POINT (6.628221 46.52188)
192,183,6.627171006587397,46.52214501030414,0,-1,False,1577380107,false,0.9955084699641996,,,,632_0,255,0,0,0,POINT (6.627171 46.522145)
193,184,6.627075415220648,46.5221674882693,0.10383732915216813,-1,True,intersect_95,false,0.9955065082050899,,,,632_0,255,0,0,5.191866457608406,POINT (6.627075 46.522167)
194,186,6.626884505607812,46.52221237967952,0.09436323347536237,-1,True,intersect_94,false,0.9955046427092309,,,,632_0,255,0,0,4.718161673768118,POINT (6.626885 46.522212)
